nom_amenageur,siren_amenageur,contact_amenageur,nom_operateur,contact_operateur,telephone_operateur,nom_enseigne,id_station_itinerance,id_station_local,nom_station,implantation_station,adresse_station,code_insee_commune,coordonneesXY,nbre_pdc,id_pdc_itinerance,id_pdc_local,puissance_nominale,prise_type_ef,prise_type_2,prise_type_combo_ccs,prise_type_chademo,prise_type_autre,gratuit,paiement_acte,paiement_cb,paiement_autre,tarification,condition_acces,reservation,horaires,accessibilite_pmr,restriction_gabarit,station_deux_roues,raccordement,num_pdl,date_mise_en_service,observations,date_maj,last_modified,datagouv_dataset_id,datagouv_resource_id,datagouv_organization_or_owner
SDEC ENERGIE,200045938,energie@sdec-energie.fr,IZIVIA,contact@mobisdec.fr,02 61 53 62 14,Mobisdec,FRS14ESDEC401,FR*T14*P*ET175,MAROLLES Chemin du puit ,Parking public,Chemin du puit 14100 MAROLLES,14403,"[49.1383204,0.371768]",2,FRS14ESDEC4011,FR*T14*E*ET1751,22,true,false,false,false,false,false,true,false,true,"Recharge d'une puissance inférieure ou égale à 4 kVa 1,3 cts €/mim
Recharge d'une puissance supérieure à 4 Kva et inférieure ou égale à 8 kVa 2,6 cts €/mim
Recharge d'une puissance supérieure à 8 kVa et inférieure ou égale à 15 kVa 5,2 cts €/mim
Recharge d'une puissance supérieure à 15 kVa et inférieure ou égale à 30 kVa 7,8 cts €/mim
Recharge d'une puissance supérieure à 30 kVa et inférieure ou égale à 55 kVa 26 cts €/mim
Recharge d'une puissance supérieure à 55kVa 45 cts €/mim
Majoration pour immobilisation du service (recharge terminée et véhicule encore branché) 10 cts €/mim",Accès libre,false,24/7,Accessibilité inconnue,Aucune restriction,false,Direct,02421707561310,2016-11-03,"présence de prise EF et T3 rechargement possible par badge rfid local ou itinérant renseignement sur site ""Modisdec.fr""",2021-07-16,2021-08-23T14:54:23.962000,57a4422988ee383ec3d73ff5,19d019d4-f914-48d1-9ca9-c5630e1f7617,alban-raffray
SDEC ENERGIE,200045938,energie@sdec-energie.fr,IZIVIA,contact@mobisdec.fr,02 61 53 62 14,Mobisdec,FRS14ESDEC351,FR*T14*P*ET174,GLOS Rue d'Orbec ,Parking public,Rue d'Orbec 14100 GLOS,14303,"[49.1245711,0.2769813]",2,FRS14ESDEC3512,FR*T14*E*ET1742,22,true,true,false,false,false,false,true,false,true,"Recharge d'une puissance inférieure ou égale à 4 kVa 1,3 cts €/mim
Recharge d'une puissance supérieure à 4 Kva et inférieure ou égale à 8 kVa 2,6 cts €/mim
Recharge d'une puissance supérieure à 8 kVa et inférieure ou égale à 15 kVa 5,2 cts €/mim
Recharge d'une puissance supérieure à 15 kVa et inférieure ou égale à 30 kVa 7,8 cts €/mim
Recharge d'une puissance supérieure à 30 kVa et inférieure ou égale à 55 kVa 26 cts €/mim
Recharge d'une puissance supérieure à 55kVa 45 cts €/mim
Majoration pour immobilisation du service (recharge terminée et véhicule encore branché) 10 cts €/mim",Accès libre,false,24/7,Accessibilité inconnue,Aucune restriction,false,Direct,02403907272098,2016-11-04,"présence de prise EF  rechargement possible par badge rfid local ou itinérant renseignement sur site ""Modisdec.fr""",2021-07-16,2021-08-23T14:54:23.962000,57a4422988ee383ec3d73ff5,19d019d4-f914-48d1-9ca9-c5630e1f7617,alban-raffray
SDEC ENERGIE,200045938,energie@sdec-energie.fr,IZIVIA,contact@mobisdec.fr,02 61 53 62 14,Mobisdec,FRS14ESDEC1731,FR*T14*P*ET173,TILLY-SUR-SEULLES Rue du Stade ,Parking public,Rue du Stade 14250 TILLY SUR SEULLES,14692,"[49.176747,-0.624253]",2,FRS14ESDEC17311,FR*T14*E*ET1731,22,true,false,false,false,false,false,true,false,true,"Recharge d'une puissance inférieure ou égale à 4 kVa 1,3 cts €/mim
Recharge d'une puissance supérieure à 4 Kva et inférieure ou égale à 8 kVa 2,6 cts €/mim
Recharge d'une puissance supérieure à 8 kVa et inférieure ou égale à 15 kVa 5,2 cts €/mim
Recharge d'une puissance supérieure à 15 kVa et inférieure ou égale à 30 kVa 7,8 cts €/mim
Recharge d'une puissance supérieure à 30 kVa et inférieure ou égale à 55 kVa 26 cts €/mim
Recharge d'une puissance supérieure à 55kVa 45 cts €/mim
Majoration pour immobilisation du service (recharge terminée et véhicule encore branché) 10 cts €/mim",Accès libre,false,24/7,Accessibilité inconnue,Aucune restriction,false,Direct,02418234334852,2016-09-16,"présence de prise EF et T3 rechargement possible par badge rfid local ou itinérant renseignement sur site ""Modisdec.fr""",2021-07-16,2021-08-23T14:54:23.962000,57a4422988ee383ec3d73ff5,19d019d4-f914-48d1-9ca9-c5630e1f7617,alban-raffray
SDEC ENERGIE,200045938,energie@sdec-energie.fr,IZIVIA,contact@mobisdec.fr,02 61 53 62 14,Mobisdec,FRS14ESDEC1731,FR*T14*P*ET173,TILLY-SUR-SEULLES Rue du Stade ,Parking public,Rue du Stade 14250 TILLY SUR SEULLES,14692,"[49.176747,-0.624253]",2,FRS14ESDEC17312,FR*T14*E*ET1732,22,true,true,false,false,false,false,true,false,true,"Recharge d'une puissance inférieure ou égale à 4 kVa 1,3 cts €/mim
Recharge d'une puissance supérieure à 4 Kva et inférieure ou égale à 8 kVa 2,6 cts €/mim
Recharge d'une puissance supérieure à 8 kVa et inférieure ou égale à 15 kVa 5,2 cts €/mim
Recharge d'une puissance supérieure à 15 kVa et inférieure ou égale à 30 kVa 7,8 cts €/mim
Recharge d'une puissance supérieure à 30 kVa et inférieure ou égale à 55 kVa 26 cts €/mim
Recharge d'une puissance supérieure à 55kVa 45 cts €/mim
Majoration pour immobilisation du service (recharge terminée et véhicule encore branché) 10 cts €/mim",Accès libre,false,24/7,Accessibilité inconnue,Aucune restriction,false,Direct,02418234334852,2016-09-16,"présence de prise EF  rechargement possible par badge rfid local ou itinérant renseignement sur site ""Modisdec.fr""",2021-07-16,2021-08-23T14:54:23.962000,57a4422988ee383ec3d73ff5,19d019d4-f914-48d1-9ca9-c5630e1f7617,alban-raffray
SDEC ENERGIE,200045938,energie@sdec-energie.fr,IZIVIA,contact@mobisdec.fr,02 61 53 62 14,Mobisdec,FRS14ESDEC1741,FR*T14*P*ET178,VILLERS-BOCAGE Rue des Halles ,Parking public,Rue des Halles 14310 VILLERS BOCAGE,14752,"[49.07996,-0.657508]",2,FRS14ESDEC17411,FR*T14*E*ET1781,22,true,false,false,false,false,false,true,false,true,"Recharge d'une puissance inférieure ou égale à 4 kVa 1,3 cts €/mim
Recharge d'une puissance supérieure à 4 Kva et inférieure ou égale à 8 kVa 2,6 cts €/mim
Recharge d'une puissance supérieure à 8 kVa et inférieure ou égale à 15 kVa 5,2 cts €/mim
Recharge d'une puissance supérieure à 15 kVa et inférieure ou égale à 30 kVa 7,8 cts €/mim
Recharge d'une puissance supérieure à 30 kVa et inférieure ou égale à 55 kVa 26 cts €/mim
Recharge d'une puissance supérieure à 55kVa 45 cts €/mim
Majoration pour immobilisation du service (recharge terminée et véhicule encore branché) 10 cts €/mim",Accès libre,false,24/7,Accessibilité inconnue,Aucune restriction,false,Direct,02421852279508,2016-10-17,"présence de prise EF et T3 rechargement possible par badge rfid local ou itinérant renseignement sur site ""Modisdec.fr""",2021-07-16,2021-08-23T14:54:23.962000,57a4422988ee383ec3d73ff5,19d019d4-f914-48d1-9ca9-c5630e1f7617,alban-raffray
SDEC ENERGIE,200045938,energie@sdec-energie.fr,IZIVIA,contact@mobisdec.fr,02 61 53 62 14,Mobisdec,FRS14ESDEC231,FR*T14*P*ET172,BLANGY-LE-CHATEAU Rue Grande Route ,Parking public,Rue Grande Route 14130 BLANGY LE CHATEAU,14077,"[49.245372,0.2733919]",2,FRS14ESDEC2312,FR*T14*E*ET1722,22,true,true,false,false,false,false,true,false,true,"Recharge d'une puissance inférieure ou égale à 4 kVa 1,3 cts €/mim
Recharge d'une puissance supérieure à 4 Kva et inférieure ou égale à 8 kVa 2,6 cts €/mim
Recharge d'une puissance supérieure à 8 kVa et inférieure ou égale à 15 kVa 5,2 cts €/mim
Recharge d'une puissance supérieure à 15 kVa et inférieure ou égale à 30 kVa 7,8 cts €/mim
Recharge d'une puissance supérieure à 30 kVa et inférieure ou égale à 55 kVa 26 cts €/mim
Recharge d'une puissance supérieure à 55kVa 45 cts €/mim
Majoration pour immobilisation du service (recharge terminée et véhicule encore branché) 10 cts €/mim",Accès libre,false,24/7,Accessibilité inconnue,Aucune restriction,false,Direct,02489580210130,2017-04-27,"présence de prise EF  rechargement possible par badge rfid local ou itinérant renseignement sur site ""Modisdec.fr""",2021-07-16,2021-08-23T14:54:23.962000,57a4422988ee383ec3d73ff5,19d019d4-f914-48d1-9ca9-c5630e1f7617,alban-raffray
SDEC ENERGIE,200045938,energie@sdec-energie.fr,IZIVIA,contact@mobisdec.fr,02 61 53 62 14,Mobisdec,FRS14ESDEC231,FR*T14*P*ET172,BLANGY-LE-CHATEAU Rue Grande Route ,Parking public,Rue Grande Route 14130 BLANGY LE CHATEAU,14077,"[49.245372,0.2733919]",2,FRS14ESDEC2311,FR*T14*E*ET1721,22,true,false,false,false,false,false,true,false,true,"Recharge d'une puissance inférieure ou égale à 4 kVa 1,3 cts €/mim
Recharge d'une puissance supérieure à 4 Kva et inférieure ou égale à 8 kVa 2,6 cts €/mim
Recharge d'une puissance supérieure à 8 kVa et inférieure ou égale à 15 kVa 5,2 cts €/mim
Recharge d'une puissance supérieure à 15 kVa et inférieure ou égale à 30 kVa 7,8 cts €/mim
Recharge d'une puissance supérieure à 30 kVa et inférieure ou égale à 55 kVa 26 cts €/mim
Recharge d'une puissance supérieure à 55kVa 45 cts €/mim
Majoration pour immobilisation du service (recharge terminée et véhicule encore branché) 10 cts €/mim",Accès libre,false,24/7,Accessibilité inconnue,Aucune restriction,false,Direct,02489580210130,2017-04-27,"présence de prise EF et T3 rechargement possible par badge rfid local ou itinérant renseignement sur site ""Modisdec.fr""",2021-07-16,2021-08-23T14:54:23.962000,57a4422988ee383ec3d73ff5,19d019d4-f914-48d1-9ca9-c5630e1f7617,alban-raffray
SDEC ENERGIE,200045938,energie@sdec-energie.fr,IZIVIA,contact@mobisdec.fr,02 61 53 62 14,Mobisdec,FRS14ESDEC661,FR*T14*P*ET171,MONDEVILLE Parking de la médiathèque ,Parking public,Parking de la médiathèque 14120 MONDEVILLE,14437,"[49.178342,-0.317765]",2,FRS14ESDEC6612,FR*T14*E*ET1712,22,true,true,false,false,false,false,true,false,true,"Recharge d'une puissance inférieure ou égale à 4 kVa 1,3 cts €/mim
Recharge d'une puissance supérieure à 4 Kva et inférieure ou égale à 8 kVa 2,6 cts €/mim
Recharge d'une puissance supérieure à 8 kVa et inférieure ou égale à 15 kVa 5,2 cts €/mim
Recharge d'une puissance supérieure à 15 kVa et inférieure ou égale à 30 kVa 7,8 cts €/mim
Recharge d'une puissance supérieure à 30 kVa et inférieure ou égale à 55 kVa 26 cts €/mim
Recharge d'une puissance supérieure à 55kVa 45 cts €/mim
Majoration pour immobilisation du service (recharge terminée et véhicule encore branché) 10 cts €/mim",Accès libre,false,24/7,Accessibilité inconnue,Aucune restriction,false,Direct,02490593234921,2016-10-13,"présence de prise EF  rechargement possible par badge rfid local ou itinérant renseignement sur site ""Modisdec.fr""",2021-07-16,2021-08-23T14:54:23.962000,57a4422988ee383ec3d73ff5,19d019d4-f914-48d1-9ca9-c5630e1f7617,alban-raffray
SDEC ENERGIE,200045938,energie@sdec-energie.fr,IZIVIA,contact@mobisdec.fr,02 61 53 62 14,Mobisdec,FRS14ESDEC661,FR*T14*P*ET171,MONDEVILLE Parking de la médiathèque ,Parking public,Parking de la médiathèque 14120 MONDEVILLE,14437,"[49.178342,-0.317765]",2,FRS14ESDEC6611,FR*T14*E*ET1711,22,true,false,false,false,false,false,true,false,true,"Recharge d'une puissance inférieure ou égale à 4 kVa 1,3 cts €/mim
Recharge d'une puissance supérieure à 4 Kva et inférieure ou égale à 8 kVa 2,6 cts €/mim
Recharge d'une puissance supérieure à 8 kVa et inférieure ou égale à 15 kVa 5,2 cts €/mim
Recharge d'une puissance supérieure à 15 kVa et inférieure ou égale à 30 kVa 7,8 cts €/mim
Recharge d'une puissance supérieure à 30 kVa et inférieure ou égale à 55 kVa 26 cts €/mim
Recharge d'une puissance supérieure à 55kVa 45 cts €/mim
Majoration pour immobilisation du service (recharge terminée et véhicule encore branché) 10 cts €/mim",Accès libre,false,24/7,Accessibilité inconnue,Aucune restriction,false,Direct,02490593234921,2016-10-13,"présence de prise EF et T3 rechargement possible par badge rfid local ou itinérant renseignement sur site ""Modisdec.fr""",2021-07-16,2021-08-23T14:54:23.962000,57a4422988ee383ec3d73ff5,19d019d4-f914-48d1-9ca9-c5630e1f7617,alban-raffray
SDEC ENERGIE,200045938,energie@sdec-energie.fr,IZIVIA,contact@mobisdec.fr,02 61 53 62 14,Mobisdec,FRS14ESDEC1671,FR*T14*P*ET177,LE MESNIL-PATRY Rue de Brouay ,Parking public,Rue de Brouay 14740 LE MESNIL PATRY,14423,"[49.1951964,-0.5451984]",2,FRS14ESDEC16712,FR*T14*E*ET1772,22,true,true,false,false,false,false,true,false,true,"Recharge d'une puissance inférieure ou égale à 4 kVa 1,3 cts €/mim
Recharge d'une puissance supérieure à 4 Kva et inférieure ou égale à 8 kVa 2,6 cts €/mim
Recharge d'une puissance supérieure à 8 kVa et inférieure ou égale à 15 kVa 5,2 cts €/mim
Recharge d'une puissance supérieure à 15 kVa et inférieure ou égale à 30 kVa 7,8 cts €/mim
Recharge d'une puissance supérieure à 30 kVa et inférieure ou égale à 55 kVa 26 cts €/mim
Recharge d'une puissance supérieure à 55kVa 45 cts €/mim
Majoration pour immobilisation du service (recharge terminée et véhicule encore branché) 10 cts €/mim",Accès libre,false,24/7,Accessibilité inconnue,Aucune restriction,false,Direct,02493777025970,2016-11-03,"présence de prise EF  rechargement possible par badge rfid local ou itinérant renseignement sur site ""Modisdec.fr""",2021-07-16,2021-08-23T14:54:23.962000,57a4422988ee383ec3d73ff5,19d019d4-f914-48d1-9ca9-c5630e1f7617,alban-raffray
SDEC ENERGIE,200045938,energie@sdec-energie.fr,IZIVIA,contact@mobisdec.fr,02 61 53 62 14,Mobisdec,FRS14ESDEC821,FR*T14*P*ET180,CAEN Calvaire Saint Pierre rue de la Défense Passive ,Parking public,Calvaire Saint Pierre rue de la Défense Passive 14000 CAEN,14118,"[49.199176,-0.365122]",2,FRS14ESDEC8211,FR*T14*E*ET1801,22,true,false,false,false,false,false,true,false,true,"Recharge d'une puissance inférieure ou égale à 4 kVa 1,3 cts €/mim
Recharge d'une puissance supérieure à 4 Kva et inférieure ou égale à 8 kVa 2,6 cts €/mim
Recharge d'une puissance supérieure à 8 kVa et inférieure ou égale à 15 kVa 5,2 cts €/mim
Recharge d'une puissance supérieure à 15 kVa et inférieure ou égale à 30 kVa 7,8 cts €/mim
Recharge d'une puissance supérieure à 30 kVa et inférieure ou égale à 55 kVa 26 cts €/mim
Recharge d'une puissance supérieure à 55kVa 45 cts €/mim
Majoration pour immobilisation du service (recharge terminée et véhicule encore branché) 10 cts €/mim",Accès libre,false,24/7,Accessibilité inconnue,Aucune restriction,false,Direct,02461794392007,2016-12-16,"présence de prise EF et T3 rechargement possible par badge rfid local ou itinérant renseignement sur site ""Modisdec.fr""",2021-07-16,2021-08-23T14:54:23.962000,57a4422988ee383ec3d73ff5,19d019d4-f914-48d1-9ca9-c5630e1f7617,alban-raffray
