BGT_CODRD,BGT_SECTION,BGT_NATURE_LABEL,BGT_CONTNAT,BGT_FONCTION,BGT_SIRET,BGT_COUT,BGT_OP_INVEST,BGT_OP_CPT_TIERS,BGT_OP_PLURI,BGT_NOM,BGT_MTREAL,last_modified,datagouv_resource_id,BGT_NATDEC,BGT_ANNEE,BGT_CONTNAT_LABEL,BGT_NATURE,BGT_FONCTION_LABEL,BGT_OPERATION,BGT_OPBUDG,BGT_MTBUDGPREC,BGT_MTRARPREC,BGT_MTPROPNOUV,BGT_MTPREV,BGT_CREDOUV,BGT_MTRAR3112,BGT_ARTSPE
dépense,investissement,21 - Immobilisations corporelles,2138,70000,20005270200012,71124,4-4-670,null,4-4,PATRIMOINE,4300,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,2138,70000,20005270200012,71121,4-4-673,null,4-4,PATRIMOINE,1500,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,2135,64100,20005270200012,6411,2-1-44,null,2-1,ENFANCE,30000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,2135,40000,20005270200012,413,5-5-664,null,5-5,EQUIPEMENT,10000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,2135,32100,20005270200012,3211,5-2-37,null,5-2,TOURISME,191000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,21578,30000,20005270200012,3307,9-2-621,null,9-2,SPORTIVE,4500,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,2158,02010,20005270200012,0201,5-4-663,null,5-4,EQUIPEMENT,2000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,2135,02070,20005270200012,02070,5-2-661,null,5-2,TOURISME,9300,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,2158,02060,20005270200012,02060,4-8-698,null,4-8,PATRIMOINE,6100,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,2184,02091,20005270200012,020912,5-8-667,null,5-8,EQUIPEMENT,1000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,2184,02010,20005270200012,0201,5-4-663,null,5-4,EQUIPEMENT,4000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,2184,02000,20005270200012,0200,11-1-191,null,11-1,FINANCES,9000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,2183,02011,20005270200012,02010,12-2-639,null,12-2,PROXIMITE,6000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,2183,02000,20005270200012,0200,11-2-628,null,11-2,FINANCES,16800,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,2183,02000,20005270200012,0200,11-2-627,null,11-2,FINANCES,6500,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,2183,02000,20005270200012,0200,11-2-627,null,11-2,FINANCES,27330,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,2183,02000,20005270200012,0200,11-2-226,null,11-2,FINANCES,1500,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,2182,02061,20005270200012,020610,3-8-620,null,3-8,VOIRIEEV,11500,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,2161,33100,20005270200012,333,5-3-164,null,5-3,TOURISME,5000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,2161,33100,20005270200012,332,5-3-164,null,5-3,TOURISME,10000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,2161,32200,20005270200012,3221,5-3-164,null,5-3,CULTURE,2000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,2158,82300,20005270200012,8230,3-8-626,null,3-8,VOIRIEEV,20500,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,2158,82300,20005270200012,8230,3-7-647,null,3-7,VOIRIEEV,3600,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,2158,02061,20005270200012,0206112,3-8-640,null,3-8,VOIRIEEV,19500,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,2158,02061,20005270200012,0206112,3-8-626,null,3-8,VOIRIEEV,2700,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,2158,02060,20005270200012,02060,4-9-672,null,4-9,PATRIMOINE,6000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,2135,02093,20005270200012,020917,4-5-686,null,4-5,PATRIMOINE,300000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,2132,90000,20005270200012,904,7-1-217,null,7-1,ECONOMIE,10000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,2128,95000,20005270200012,9501,5-6-665,null,5-6,EQUIPEMENT,10000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,21318,02090,20005270200012,02090,4-4-676,null,4-4,PATRIMOINE,1500,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,21318,02050,20005270200012,0205,5-1-660,null,5-1,TOURISME,74500,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,21318,02050,20005270200012,0205,5-1-660,null,5-1,TOURISME,35000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,21318,02040,20005270200012,02040,4-1-607,null,4-1,PATRIMOINE,3000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,21318,02040,20005270200012,02040,4-1-212,null,4-1,PATRIMOINE,100000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,21318,02040,20005270200012,02040,4-1-211,null,4-1,PATRIMOINE,300000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,21316,02600,20005270200012,0261,3-6-646,null,3-6,VOIRIEEV,600,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,21316,02600,20005270200012,0261,3-6-644,null,3-6,VOIRIEEV,4000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,21316,02600,20005270200012,0261,3-6-203,null,3-6,VOIRIEEV,5500,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,21316,02600,20005270200012,0261,3-6-145,null,3-6,VOIRIEEV,20000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,21312,21000,20005270200012,210,2-2-9,null,2-2,ENFANCE,24000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,21312,21000,20005270200012,210,2-2-9,null,2-2,ENFANCE,8000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,21312,21000,20005270200012,210,2-2-631,null,2-2,ENFANCE,21600,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,21311,02080,20005270200012,02080,4-4-682,null,4-4,PATRIMOINE,10000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,21311,02080,20005270200012,02080,4-4-677,null,4-4,PATRIMOINE,6000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,21311,02080,20005270200012,02080,4-4-675,null,4-4,PATRIMOINE,4600,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,21311,02080,20005270200012,02080,4-4-674,null,4-4,PATRIMOINE,3000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,21311,02080,20005270200012,02080,4-4-669,null,4-4,PATRIMOINE,25000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,21318,02090,20005270200012,02090,4-4-671,null,4-4,PATRIMOINE,15000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,21318,02090,20005270200012,02090,4-4-678,null,4-4,PATRIMOINE,5000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,2132,90000,20005270200012,9018,7-1-117,null,7-1,ECONOMIE,27000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,21318,02090,20005270200012,02090,4-4-685,null,4-4,PATRIMOINE,15000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,2132,90000,20005270200012,9017,7-1-91,null,7-1,ECONOMIE,20500,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,21318,95000,20005270200012,9501,5-6-665,null,5-6,EQUIPEMENT,3400,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,21318,95000,20005270200012,9501,5-6-665,null,5-6,EQUIPEMENT,650,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,21318,40000,20005270200012,4140,9-1-653,null,9-1,SPORTIVE,10400,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,21318,40000,20005270200012,4115,9-1-652,null,9-1,SPORTIVE,6000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,21318,40000,20005270200012,4112,9-1-651,null,9-1,SPORTIVE,700,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,21318,33100,20005270200012,331,5-1-180,null,5-1,TOURISME,626000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,21318,33100,20005270200012,330,4-2-614,null,4-2,PATRIMOINE,3600,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,21318,12000,20005270200012,120,4-3-606,null,4-3,PATRIMOINE,6000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,21318,03100,20005270200012,031,4-2-215,null,4-2,PATRIMOINE,411000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,21318,02096,20005270200012,020967,4-7-692,null,4-7,PATRIMOINE,1500,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,21318,02096,20005270200012,020965,4-7-690,null,4-7,PATRIMOINE,9000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,21318,02096,20005270200012,020965,4-7-690,null,4-7,PATRIMOINE,18600,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,21318,02096,20005270200012,020963,4-7-693,null,4-7,PATRIMOINE,5000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,21318,02096,20005270200012,0209621,4-7-696,null,4-7,PATRIMOINE,57400,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,21318,02096,20005270200012,0209618,4-7-695,null,4-7,PATRIMOINE,5000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,21318,02096,20005270200012,0209614,4-7-688,null,4-7,PATRIMOINE,975000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
recette,investissement,4582 - Opérations sous mandat,4582,81000,20005270200012,824,null,01,null,ENVIRONNEM,30000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
