COLL_NOM,COLL_SIRET,DELIB_ID,DELIB_DATE,DELIB_MATIERE_CODE,DELIB_MATIERE_NOM,DELIB_OBJET,BUDGET_ANNEE,BUDGET_NOM,PREF_ID,PREF_DATE,VOTE_EFFECTIF,VOTE_REEL,VOTE_POUR,VOTE_CONTRE,VOTE_ABSTENTION,DELIB_URL,last_modified,datagouv_dataset_id,datagouv_resource_id,datagouv_organization_or_owner
CAVEM,20003531900017,C_20200217_28,2020-02-17,8.5,"domaines de compétences par thèmes/politique de la ville, habitat, logement",Contrat de ville  - Rapport annuel délibératif 2018,,,SPREF0831,2020-02-20,51,42,42,0,0,,2021-01-14T00:00:00,5f71d88c31f06e61955b654a,7baf49c4-6447-46af-bf55-4076e323e88c,communaute-dagglomeration-var-esterel-mediterranee-1
CAVEM,20003531900017,C_20200217_27,2020-02-17,8.5,"domaines de compétences par thèmes/politique de la ville, habitat, logement",Contrat de Ville - Subvention d'investissement au CLJ de Fréjus / Saint-Raphael,,,SPREF0831,2020-02-20,51,43,43,0,0,,2021-01-14T00:00:00,5f71d88c31f06e61955b654a,7baf49c4-6447-46af-bf55-4076e323e88c,communaute-dagglomeration-var-esterel-mediterranee-1
CAVEM,20003531900017,C_20200217_26,2020-02-17,8.8,domaines de compétences par thèmes/environnement,Engagement d'une stratégie de collecte des biodéchets,,,SPREF0831,2020-02-20,51,43,43,0,0,,2021-01-14T00:00:00,5f71d88c31f06e61955b654a,7baf49c4-6447-46af-bf55-4076e323e88c,communaute-dagglomeration-var-esterel-mediterranee-1
CAVEM,20003531900017,C_20200217_25,2020-02-17,8.8,domaines de compétences par thèmes/environnement,"Compétence ""Gestion des eaux pluviales urbaines"" : Modification de la convention de gestion temporaire de la compétence eaux pluviales urbaines entre la CAVEM et la commune de Saint-Raphael",,,SPREF0831,2020-02-20,51,43,43,0,0,,2021-01-14T00:00:00,5f71d88c31f06e61955b654a,7baf49c4-6447-46af-bf55-4076e323e88c,communaute-dagglomeration-var-esterel-mediterranee-1
CAVEM,20003531900017,B_20200304_8,2020-02-28,8.8,domaines de compétences par thèmes/environnement,Château Gallieni - Centre de ressources de l'économie locale,,,SPREF0831,2020-03-04,12,11,11,0,0,,2021-01-14T00:00:00,5f71d88c31f06e61955b654a,7baf49c4-6447-46af-bf55-4076e323e88c,communaute-dagglomeration-var-esterel-mediterranee-1
CAVEM,20003531900017,B_20200304_10,2020-02-28,3.2,domaine et patrimoine/aliénations,Technoparc epsilon II à Saint Raphaël - Cession du lot 14  à la SCI Epsilon II - Nouvelle prorogation des délais de la promesse de vente,,,SPREF0831,2020-03-04,12,11,11,0,0,,2021-01-14T00:00:00,5f71d88c31f06e61955b654a,7baf49c4-6447-46af-bf55-4076e323e88c,communaute-dagglomeration-var-esterel-mediterranee-1
CAVEM,20003531900017,C_20200217_23,2020-02-17,8.8,domaines de compétences par thèmes/environnement,Opération grand site de France - Création de la Maison de l'Estérel,,,SPREF0831,2020-02-20,51,43,43,0,0,,2021-01-14T00:00:00,5f71d88c31f06e61955b654a,7baf49c4-6447-46af-bf55-4076e323e88c,communaute-dagglomeration-var-esterel-mediterranee-1
CAVEM,20003531900017,B_20200304_21,2020-02-28,8.8,domaines de compétences par thèmes/environnement,"Chambre de commerce et d'industrie du Var - Convention de partenariat ""BTP Circulaire en Région""",,,SPREF0831,2020-03-04,12,10,10,0,0,,2021-01-14T00:00:00,5f71d88c31f06e61955b654a,7baf49c4-6447-46af-bf55-4076e323e88c,communaute-dagglomeration-var-esterel-mediterranee-1
CAVEM,20003531900017,B_20200131_02,2020-01-31,7.5,finances locales/subventions,Intervention sur le parc de logements privés - Attribution de subventions aux propriétaires privés,,,SPREF0831,2020-02-03,12,12,12,0,0,,2021-01-14T00:00:00,5f71d88c31f06e61955b654a,7baf49c4-6447-46af-bf55-4076e323e88c,communaute-dagglomeration-var-esterel-mediterranee-1
CAVEM,20003531900017,B_20200304_27,2020-02-28,8.5,"domaines de compétences par thèmes/politique de la ville, habitat, logement",Approbation de la convention fixant les modalités d'application de la mise en jeu des garanties d'emprunt accordées à la SCIC d'HLM GRAND DELTA HABITAT,,,SPREF0831,2020-03-04,12,10,10,0,0,,2021-01-14T00:00:00,5f71d88c31f06e61955b654a,7baf49c4-6447-46af-bf55-4076e323e88c,communaute-dagglomeration-var-esterel-mediterranee-1
CAVEM,20003531900017,B_20200304_26,2020-02-28,4.1,fonction publique/personnels titulaires et stagiaires de la f.p.t,Modification du tableau des effectifs,,,SPREF0831,2020-03-04,12,10,10,0,0,,2021-01-14T00:00:00,5f71d88c31f06e61955b654a,7baf49c4-6447-46af-bf55-4076e323e88c,communaute-dagglomeration-var-esterel-mediterranee-1
CAVEM,20003531900017,B_20200304_25,2020-02-28,4.1,fonction publique/personnels titulaires et stagiaires de la f.p.t,Création d'un emploi permanent de catégorie B - (Emploi pouvant être pourvu par un agent contractuel de catégorie B en application de l'Article 3-3-2° de la loi n°84-53 du 26 janvier 1984) et création de 2 emplois non permanents de catégorie B (Selon l'article 3-1° de la loi n° 84-53 du 26 janvier 1984),,,SPREF0831,2020-03-04,12,10,10,0,0,,2021-01-14T00:00:00,5f71d88c31f06e61955b654a,7baf49c4-6447-46af-bf55-4076e323e88c,communaute-dagglomeration-var-esterel-mediterranee-1
CAVEM,20003531900017,B_20200304_24,2020-02-28,8.1,domaines de compétences par thèmes/enseignement,Campus Connecté à Saint-Raphael - réponse à l'AAP de la Caisse des dépôts et consignations - Signature d'un Avenant au bail de 3 ans avec CCIV - Création de postes,,,SPREF0831,2020-03-04,12,10,10,0,0,,2021-01-14T00:00:00,5f71d88c31f06e61955b654a,7baf49c4-6447-46af-bf55-4076e323e88c,communaute-dagglomeration-var-esterel-mediterranee-1
CAVEM,20003531900017,B_20200304_23,2020-02-28,8.6,"domaines de compétences par thèmes/emploi, formation professionnelle",Mission Locale de l'Est Var - Convention de financement,,,SPREF0831,2020-03-04,12,10,10,0,0,,2021-01-14T00:00:00,5f71d88c31f06e61955b654a,7baf49c4-6447-46af-bf55-4076e323e88c,communaute-dagglomeration-var-esterel-mediterranee-1
CAVEM,20003531900017,B_20200304_22,2020-02-28,8.5,"domaines de compétences par thèmes/politique de la ville, habitat, logement",Contrat de Ville - Première programmation 2020,,,SPREF0831,2020-03-04,12,10,10,0,0,,2021-01-14T00:00:00,5f71d88c31f06e61955b654a,7baf49c4-6447-46af-bf55-4076e323e88c,communaute-dagglomeration-var-esterel-mediterranee-1
CAVEM,20003531900017,B_20200304_19,2020-02-28,8.8,domaines de compétences par thèmes/environnement,Adoption du règlement intérieur de la déchetterie de Puget sur Argens,,,SPREF0831,2020-03-04,12,11,11,0,0,,2021-01-14T00:00:00,5f71d88c31f06e61955b654a,7baf49c4-6447-46af-bf55-4076e323e88c,communaute-dagglomeration-var-esterel-mediterranee-1
CAVEM,20003531900017,B_20200304_11,2020-02-28,8.8,domaines de compétences par thèmes/environnement,"Quartier du Trayas dit superieur à Saint-Raphael 
Conventions d'offre de concours",,,SPREF0831,2020-03-04,12,11,11,0,0,,2021-01-14T00:00:00,5f71d88c31f06e61955b654a,7baf49c4-6447-46af-bf55-4076e323e88c,communaute-dagglomeration-var-esterel-mediterranee-1
CAVEM,20003531900017,B_20200304_18,2020-02-28,8.8,domaines de compétences par thèmes/environnement,Collecte des textiles-linges de maison et chaussures (TLC) - Convention avec éco TLC - Mandat au SMIDDEV,,,SPREF0831,2020-03-04,12,11,11,0,0,,2021-01-14T00:00:00,5f71d88c31f06e61955b654a,7baf49c4-6447-46af-bf55-4076e323e88c,communaute-dagglomeration-var-esterel-mediterranee-1
CAVEM,20003531900017,B_20200304_17,2020-02-28,8.8,domaines de compétences par thèmes/environnement,Programme LIFE IP SMART WASTE PACA - Report en phase 2 des actions du life et re-ventilation financière  ,,,SPREF0831,2020-03-04,12,11,11,0,0,,2021-01-14T00:00:00,5f71d88c31f06e61955b654a,7baf49c4-6447-46af-bf55-4076e323e88c,communaute-dagglomeration-var-esterel-mediterranee-1
CAVEM,20003531900017,B_20200304_16,2020-02-28,3.5,domaine et patrimoine/actes de gestion du domaine public,Autorisation d'une signature d'une promesse synallagmatique de vente avec conditions suspensives - pour le terrain nécessaire à la réalisation d'un projet de déchetterie - Prorogation délais - Commune de Roquebrune sur Argens,,,SPREF0831,2020-03-04,12,11,11,0,0,,2021-01-14T00:00:00,5f71d88c31f06e61955b654a,7baf49c4-6447-46af-bf55-4076e323e88c,communaute-dagglomeration-var-esterel-mediterranee-1
CAVEM,20003531900017,B_20200304_15,2020-02-28,3.5,domaine et patrimoine/actes de gestion du domaine public,Régie Intercommunale du parc de stationnement Centre hospitalier intercommunal de Fréjus Saint-Raphael Bonnet Parking du CHI sur la parcelle AX n°1188 à Fréjus,,,SPREF0831,2020-03-04,12,11,11,0,0,,2021-01-14T00:00:00,5f71d88c31f06e61955b654a,7baf49c4-6447-46af-bf55-4076e323e88c,communaute-dagglomeration-var-esterel-mediterranee-1
CAVEM,20003531900017,B_20200304_14,2020-02-28,3.1,domaine et patrimoine/acquisitions,Acquisition de parcelles nécessaires à la réalisation de l'ouvrage écréteur de crues de Vaulongue - Commune de Saint-Raphael - Parcelles section AO n°426p et section AL n°437 de la société OCEAN,,,SPREF0831,2020-03-04,12,11,11,0,0,,2021-01-14T00:00:00,5f71d88c31f06e61955b654a,7baf49c4-6447-46af-bf55-4076e323e88c,communaute-dagglomeration-var-esterel-mediterranee-1
CAVEM,20003531900017,B_20200304_13,2020-02-28,8.4,domaines de compétences par thèmes/aménagement du territoire,Création d'un pôle d'échanges multimodal comprenant une aire de covoiturage et un échange en transport en commun - ZAC des Garillans Roquebrune sur Argens - Acquisition de la parcelle AO n°809 sur la commune de Roquebrune sur Argens (complément) ,,,SPREF0831,2020-03-04,12,11,11,0,0,,2021-01-14T00:00:00,5f71d88c31f06e61955b654a,7baf49c4-6447-46af-bf55-4076e323e88c,communaute-dagglomeration-var-esterel-mediterranee-1
CAVEM,20003531900017,B_20200304_12,2020-02-28,8.8,domaines de compétences par thèmes/environnement,"Protocole d'accord avec la SNCF et la CMESE pour la réalisation de travaux de réhabilitation de la canalisation d'eaux usées passant sous les voies de la gare auto-train de Fréjus , rues Pastor/Papin",,,SPREF0831,2020-03-04,12,11,11,0,0,,2021-01-14T00:00:00,5f71d88c31f06e61955b654a,7baf49c4-6447-46af-bf55-4076e323e88c,communaute-dagglomeration-var-esterel-mediterranee-1
CAVEM,20003531900017,C_20200217_24,2020-02-17,8.8,domaines de compétences par thèmes/environnement,Evolution du cantonnement de pêche du Cap Roux à la lumière de l'évaluation économique des services écosystémiques marins et des usages (Cap Roux 2023) : Approbation du projet et de son plan de financement prévisionnel,,,SPREF0831,2020-02-20,51,43,43,0,0,,2021-01-14T00:00:00,5f71d88c31f06e61955b654a,7baf49c4-6447-46af-bf55-4076e323e88c,communaute-dagglomeration-var-esterel-mediterranee-1
CAVEM,20003531900017,B_20200304_20,2020-02-28,8.8,domaines de compétences par thèmes/environnement,Conteneurs de collectes sélectives - Convention de mise à disposition avec le SMIDDEV,,,SPREF0831,2020-03-04,12,10,10,0,0,,2021-01-14T00:00:00,5f71d88c31f06e61955b654a,7baf49c4-6447-46af-bf55-4076e323e88c,communaute-dagglomeration-var-esterel-mediterranee-1
CAVEM,20003531900017,C_20200217_22,2020-02-17,5.7,institutions et vie politique/intercommunalité,Rapport d'activité 2018 SMIAGE,,,SPREF0831,2020-02-20,51,43,43,0,0,,2021-01-14T00:00:00,5f71d88c31f06e61955b654a,7baf49c4-6447-46af-bf55-4076e323e88c,communaute-dagglomeration-var-esterel-mediterranee-1
CAVEM,20003531900017,B_20200131_11,2020-01-31,8.3,domaines de compétences par thèmes/voirie,"ZAE Les Garillans Modification de la convention relative à la réalisation des travaux d'une voie de désenclavement sur la ZAE
Reliquat sur le montant de l'indemnité à la société GREKY 1 propriétaire des parcelles cadastrées AO n° 769 et n° 97 sur la commune de Roquebrune sur Argens
",,,SPREF0831,2020-02-03,12,12,12,0,0,,2021-01-14T00:00:00,5f71d88c31f06e61955b654a,7baf49c4-6447-46af-bf55-4076e323e88c,communaute-dagglomeration-var-esterel-mediterranee-1
CAVEM,20003531900017,B_20200131_18,2020-01-31,4.2,fonction publique/personnels contractuels,Création d'un emploi permanent de catégorie A (Emploi pourraît être pourvu par un agent contractuel de catégorie A en application de l'article 3-3-2 de la loi n°84-53 du 26 janvier 1984),,,SPREF0831,2020-02-03,12,12,12,0,0,,2021-01-14T00:00:00,5f71d88c31f06e61955b654a,7baf49c4-6447-46af-bf55-4076e323e88c,communaute-dagglomeration-var-esterel-mediterranee-1
CAVEM,20003531900017,B_20200131_17,2020-01-31,1.7,commande publique/actes spéciaux et divers,Modification du guide la Commande Publique applicable à l'ensemble des services de la Communauté d'Agglomération,,,SPREF0831,2020-02-03,12,12,12,0,0,,2021-01-14T00:00:00,5f71d88c31f06e61955b654a,7baf49c4-6447-46af-bf55-4076e323e88c,communaute-dagglomeration-var-esterel-mediterranee-1
CAVEM,20003531900017,B_20200131_16,2020-01-31,7.5,finances locales/subventions,Subvention 2019 de la CAVEM au CRIGE PACA,,,SPREF0831,2020-02-03,12,12,12,0,0,,2021-01-14T00:00:00,5f71d88c31f06e61955b654a,7baf49c4-6447-46af-bf55-4076e323e88c,communaute-dagglomeration-var-esterel-mediterranee-1
CAVEM,20003531900017,B_20200131_15,2020-01-31,8.8,domaines de compétences par thèmes/environnement,"Constitution de servitudes de passage et d'entretien pour des canalisations d'eaux usées et d'eau potable, sur les parcelles cadastrées Section AZ n° 166, AZ n° 169, AZ n° 170 et AZ n° 174 à Puget sur Argens",,,SPREF0831,2020-02-03,12,12,12,0,0,,2021-01-14T00:00:00,5f71d88c31f06e61955b654a,7baf49c4-6447-46af-bf55-4076e323e88c,communaute-dagglomeration-var-esterel-mediterranee-1
CAVEM,20003531900017,B_20200131_14,2020-01-31,8.8,domaines de compétences par thèmes/environnement,Contrat de délégation de service public - Surtaxe Assainissement - Irrecouvrabilités - Villes de Fréjus et Saint Raphael,,,SPREF0831,2020-02-03,12,12,12,0,0,,2021-01-14T00:00:00,5f71d88c31f06e61955b654a,7baf49c4-6447-46af-bf55-4076e323e88c,communaute-dagglomeration-var-esterel-mediterranee-1
CAVEM,20003531900017,B_20200131_13,2020-01-31,9.1,autres domaines de compétences/autres domaines de compétences des communes,Institut régional des chefs d'entreprise (IRCE) - Convention de partenariat,,,SPREF0831,2020-02-03,12,12,12,0,0,,2021-01-14T00:00:00,5f71d88c31f06e61955b654a,7baf49c4-6447-46af-bf55-4076e323e88c,communaute-dagglomeration-var-esterel-mediterranee-1
CAVEM,20003531900017,B_20200131_12,2020-01-31,9.1,autres domaines de compétences/autres domaines de compétences des communes,Pôle touristique Esterel Côte d'Azur  - Programme d'actions et cotisations 2020,,,SPREF0831,2020-02-03,12,12,12,0,0,,2021-01-14T00:00:00,5f71d88c31f06e61955b654a,7baf49c4-6447-46af-bf55-4076e323e88c,communaute-dagglomeration-var-esterel-mediterranee-1
CAVEM,20003531900017,B_20200131_10,2020-01-31,7.3,finances locales/emprunts,"Garantie d'emprunt accordée à la SA d'HLM Erilia pour l'acquisition en VEFA (vente en état futur d'achèvement) de 14 logements collectifs locatifs à Puget sur Argens « Résidence Les Jardins du Rocher »
",,,SPREF0831,2020-02-03,12,12,12,0,0,,2021-01-14T00:00:00,5f71d88c31f06e61955b654a,7baf49c4-6447-46af-bf55-4076e323e88c,communaute-dagglomeration-var-esterel-mediterranee-1
CAVEM,20003531900017,C_20200217_02,2020-02-17,8.5,"domaines de compétences par thèmes/politique de la ville, habitat, logement","Programme d'intérêt général ""Rénover pour habiter mieux"" 2017-2020 - Approbation de l'Avenant n°1 à la convention de programme",,,SPREF0831,2020-02-20,51,43,43,0,0,,2021-01-14T00:00:00,5f71d88c31f06e61955b654a,7baf49c4-6447-46af-bf55-4076e323e88c,communaute-dagglomeration-var-esterel-mediterranee-1
CAVEM,20003531900017,B_20200131_09,2020-01-31,7.3,finances locales/emprunts,"Garantie d'emprunt accordée à la SA d'HLM ERILIA pour l'acquisition amélioration de 11 logements collectifs locatifs au sein des copropriétés « Les Eucalyptus, Gallieni, Valescure 1 et Valescure 2 » à Fréjus - « 11 diffus 2016 (op. 1987) »
",,,SPREF0831,2020-02-03,12,12,12,0,0,,2021-01-14T00:00:00,5f71d88c31f06e61955b654a,7baf49c4-6447-46af-bf55-4076e323e88c,communaute-dagglomeration-var-esterel-mediterranee-1
CAVEM,20003531900017,B_20200131_08,2020-01-31,7.3,finances locales/emprunts,Approbation de la convention fixant les modalités d'application de la mise en jeu des garanties d'emprunt accordées à la SA d'HLM ICF Sud-Est Méditerranée,,,SPREF0831,2020-02-03,12,12,12,0,0,,2021-01-14T00:00:00,5f71d88c31f06e61955b654a,7baf49c4-6447-46af-bf55-4076e323e88c,communaute-dagglomeration-var-esterel-mediterranee-1
CAVEM,20003531900017,B_20200131_06,2020-01-31,7.5,finances locales/subventions,"Attribution d'une subvention à la SA d'HLM UNICIL pour l'acquisition en VEFA (vente en état futur d'achèvement) de 10 logements collectifs locatifs à Saint-Aygulf « Résidence Le Diamanti » 
",,,SPREF0831,2020-02-03,12,12,12,0,0,,2021-01-14T00:00:00,5f71d88c31f06e61955b654a,7baf49c4-6447-46af-bf55-4076e323e88c,communaute-dagglomeration-var-esterel-mediterranee-1
CAVEM,20003531900017,B_20200131_05,2020-01-31,7.5,finances locales/subventions,Attribution d'une subvention à la SA d'HLM ICF sud-est méditerranée pour l'acquisition en VEFA (vente en état futur d'achèvement) de 80 logements collectifs locatifs à Saint-Raphaël - « Résidence Fleur d'Esterel »,,,SPREF0831,2020-02-03,12,12,12,0,0,,2021-01-14T00:00:00,5f71d88c31f06e61955b654a,7baf49c4-6447-46af-bf55-4076e323e88c,communaute-dagglomeration-var-esterel-mediterranee-1
CAVEM,20003531900017,B_20200131_04,2020-01-31,7.5,finances locales/subventions,"Attribution d'une subvention à la SA d'HLM le logis familial varois pour la construction de 28 logements collectifs locatifs à Puget sur Argens « Résidence chemin des Suvières »
",,,SPREF0831,2020-02-03,12,12,12,0,0,,2021-01-14T00:00:00,5f71d88c31f06e61955b654a,7baf49c4-6447-46af-bf55-4076e323e88c,communaute-dagglomeration-var-esterel-mediterranee-1
CAVEM,20003531900017,C_20200217_21,2020-02-17,8.8,domaines de compétences par thèmes/environnement,Contrat territorial entre le SMA et la CAVEM,,,SPREF0831,2020-02-20,51,43,43,0,0,,2021-01-14T00:00:00,5f71d88c31f06e61955b654a,7baf49c4-6447-46af-bf55-4076e323e88c,communaute-dagglomeration-var-esterel-mediterranee-1
CAVEM,20003531900017,B_20200131_03,2020-01-31,7.5,finances locales/subventions,"Attribution d'une subvention à la SA d'HLM Erilia pour l'acquisition amélioration de 11 logements collectifs locatifs au sein des copropriétés « les eucalyptus, gallieni, valescure 1 et valescure 2 » à Frejus - 11 diffus 2016 (op. 1987)
",,,SPREF0831,2020-02-03,12,12,12,0,0,,2021-01-14T00:00:00,5f71d88c31f06e61955b654a,7baf49c4-6447-46af-bf55-4076e323e88c,communaute-dagglomeration-var-esterel-mediterranee-1
CAVEM,20003531900017,C_20200217_01,2020-02-17,8.5,"domaines de compétences par thèmes/politique de la ville, habitat, logement",Programme local de l'Habitat 2018/2023 - Approbation du bilan annuel 2018,,,SPREF0831,2020-02-20,51,43,43,0,0,,2021-01-14T00:00:00,5f71d88c31f06e61955b654a,7baf49c4-6447-46af-bf55-4076e323e88c,communaute-dagglomeration-var-esterel-mediterranee-1
CAVEM,20003531900017,B_20200131_07,2020-01-31,7.5,finances locales/subventions,"Attribution d'une subvention à la SA d'HLM ERILIA pour l'acquisition en VEFA (vente en état futur d'achèvement) de 14 logements collectifs locatifs à Puget sur Argens « Résidence Les Jardins du Rocher »
",,,SPREF0831,2020-02-03,12,12,12,0,0,,2021-01-14T00:00:00,5f71d88c31f06e61955b654a,7baf49c4-6447-46af-bf55-4076e323e88c,communaute-dagglomeration-var-esterel-mediterranee-1
CAVEM,20003531900017,C_20200217_03,2020-02-17,7.10,finances locales/divers,Pôle BTP à Fréjus - Situation financière et comptable définitive de l'opération d'aménagement,,,SPREF0831,2020-02-20,51,43,43,0,0,,2021-01-14T00:00:00,5f71d88c31f06e61955b654a,7baf49c4-6447-46af-bf55-4076e323e88c,communaute-dagglomeration-var-esterel-mediterranee-1
CAVEM,20003531900017,C_20200217_13,2020-02-17,3.1,domaine et patrimoine/acquisitions,Projet de réalisation des ouvrages nécessaires à la protection de la zone d'activités de la Palud contre les inondations sur les communes de Fréjus et Puget sur Argens - Acquisition des terrains de M. CARRASSAN,,,SPREF0831,2020-02-20,51,41,41,0,0,,2021-01-14T00:00:00,5f71d88c31f06e61955b654a,7baf49c4-6447-46af-bf55-4076e323e88c,communaute-dagglomeration-var-esterel-mediterranee-1
CAVEM,20003531900017,C_20200217_19,2020-02-17,3.1,domaine et patrimoine/acquisitions,Itinéraire alternatif à la RDN7 sur les communes de Fréjus et Puget sur Argens - Acquisition des terrains de la société LES PALUDS PIC,,,SPREF0831,2020-02-20,51,43,43,0,0,,2021-01-14T00:00:00,5f71d88c31f06e61955b654a,7baf49c4-6447-46af-bf55-4076e323e88c,communaute-dagglomeration-var-esterel-mediterranee-1
