dataset_id,dataset_title,dataset_slug,dataset_page,resource_id,resource_title,resource_url,resource_last_modified,organization_or_owner,error_type,resource_found_by,initial_version_name,is_valid_v_0.2.0,is_valid_one_version,most_recent_valid_version
575e9fac88ee38072a640390,"Données ouvertes du catalogue E-Phy des produits phytopharmaceutiques, matières fertilisantes et supports de culture, adjuvants, produits mixtes et mélanges",donnees-ouvertes-du-catalogue-e-phy-des-produits-phytopharmaceutiques-matieres-fertilisantes-et-supports-de-culture-adjuvants-produits-mixtes-et-melanges,https://www.data.gouv.fr/fr/datasets/donnees-ouvertes-du-catalogue-e-phy-des-produits-phytopharmaceutiques-matieres-fertilisantes-et-supports-de-culture-adjuvants-produits-mixtes-et-melanges/,98f7cac6-6b29-4859-8739-51b825196959,decisionamm-intrant-format-csv-20210922.zip,https://static.data.gouv.fr/resources/donnees-ouvertes-du-catalogue-e-phy-des-produits-phytopharmaceutiques-matieres-fertilisantes-et-supports-de-culture-adjuvants-produits-mixtes-et-melanges/20210923-093509/decisionamm-intrant-format-csv-20210922.zip,2021-09-23T09:35:30.173000,,wrong-file-format,3 - search request,,False,False,
58aebc7e88ee384fea29f6ef,Programmes d'intérêt général (PIG) en Charente-Maritime.,programmes-dinteret-general-pig-en-charente-maritime,https://www.data.gouv.fr/fr/datasets/programmes-dinteret-general-pig-en-charente-maritime/,c45f66f6-350e-4262-838f-e7c54a372ff4,N_PERIM_MAET_ZINF_S_2014_051.TAB (export SHP/WGS-84),https://transcode.geo.data.gouv.fr/links/5e2a2202fa4268bc257aa8c5/downloads/5e2ab0815df2f7ac992731e5?format=SHP&projection=WGS84,2020-02-28T06:45:23.924000,,wrong-file-format,3 - search request,,False,False,
58aebc7e88ee384fea29f6ef,Programmes d'intérêt général (PIG) en Charente-Maritime.,programmes-dinteret-general-pig-en-charente-maritime,https://www.data.gouv.fr/fr/datasets/programmes-dinteret-general-pig-en-charente-maritime/,e03cd6a8-70ea-4910-9fc7-a939a5c1fed1,N_PERIM_MAET_ZINF_S_2014_051.TAB (export GeoJSON),https://transcode.geo.data.gouv.fr/links/5e2a2202fa4268bc257aa8c5/downloads/5e2ab0815df2f7ac992731e5?format=GeoJSON&projection=WGS84,2020-02-28T06:45:23.924000,,wrong-file-format,3 - search request,,False,False,
58aebc7e88ee384fea29f6ef,Programmes d'intérêt général (PIG) en Charente-Maritime.,programmes-dinteret-general-pig-en-charente-maritime,https://www.data.gouv.fr/fr/datasets/programmes-dinteret-general-pig-en-charente-maritime/,e5506af6-7d77-4a9a-b025-8ef1c85d5b6d,N_PERIM_MAET_ZINF_S_2014_051.TAB (archive),https://files.geo.data.gouv.fr/link-proxy/atom.geo-ide.developpement-durable.gouv.fr/2020-01-24/5e2ab0815df2f7ac992731e5/dataset-1579856000832.zip/dataset/n-perim-maet-zinf-s-2014-051.zip,2020-02-28T06:45:23.923000,,wrong-file-format,3 - search request,,False,False,
56b0c2efb595086d5669cb8f,Toulousains morts pour la France 1914-1919 - Ville de Toulouse,toulousains-morts-pour-la-france-1914-1919-ville-de-toulouse,https://www.data.gouv.fr/fr/datasets/toulousains-morts-pour-la-france-1914-1919-ville-de-toulouse/,1d59f786-0984-422b-ad5e-0e262409a8f9,Export au format JSON,https://data.toulouse-metropole.fr/explore/dataset/toulousains-morts-pour-la-france-1914-1919/download?format=json&timezone=Europe/Berlin&use_labels_for_header=false,2021-04-06T14:32:02,,wrong-file-format,3 - search request,,False,False,
56b0c2efb595086d5669cb8f,Toulousains morts pour la France 1914-1919 - Ville de Toulouse,toulousains-morts-pour-la-france-1914-1919-ville-de-toulouse,https://www.data.gouv.fr/fr/datasets/toulousains-morts-pour-la-france-1914-1919-ville-de-toulouse/,7f1b0b3f-72d9-4b16-aa6c-d7afdfabc81b,Export au format CSV,https://data.toulouse-metropole.fr/explore/dataset/toulousains-morts-pour-la-france-1914-1919/download?format=csv&timezone=Europe/Berlin&use_labels_for_header=false,2021-04-06T14:32:02,toulouse-metropole,,3 - search request,,False,False,
56b0c2efb595086d5669cb8f,Toulousains morts pour la France 1914-1919 - Ville de Toulouse,toulousains-morts-pour-la-france-1914-1919-ville-de-toulouse,https://www.data.gouv.fr/fr/datasets/toulousains-morts-pour-la-france-1914-1919-ville-de-toulouse/,41cb3d64-86da-4fb0-8fe5-8ea250c6f775,Export au format JSON,https://data.toulouse-metropole.fr//explore/dataset/toulousains-morts-pour-la-france-1914-1919/download?format=json&timezone=Europe/Berlin&use_labels_for_header=false,2015-12-01T07:45:41,,wrong-file-format,3 - search request,,False,False,
56b0c2efb595086d5669cb8f,Toulousains morts pour la France 1914-1919 - Ville de Toulouse,toulousains-morts-pour-la-france-1914-1919-ville-de-toulouse,https://www.data.gouv.fr/fr/datasets/toulousains-morts-pour-la-france-1914-1919-ville-de-toulouse/,0492483e-0292-4fd3-8586-da259b096d31,Export au format CSV,https://data.toulouse-metropole.fr//explore/dataset/toulousains-morts-pour-la-france-1914-1919/download?format=csv&timezone=Europe/Berlin&use_labels_for_header=false,2015-12-01T07:45:41,toulouse-metropole,,3 - search request,,False,False,
5c8266978b4c4120a968bd91,Données mises à disposition par les Archives départementales de Saône-et-Loire,donnees-mises-a-disposition-par-les-archives-departementales-de-saone-et-loire,https://www.data.gouv.fr/fr/datasets/donnees-mises-a-disposition-par-les-archives-departementales-de-saone-et-loire/,f540cb2d-7e1a-4bf7-a5f1-d3193c53848b,Inventaire du patrimoine,https://static.data.gouv.fr/resources/donnees-mises-a-disposition-par-les-archives-departementales-de-saone-et-loire/20190308-140540/indexad71-patrimoine.csv,2019-03-08T14:07:58.456000,conseil-general-de-saone-et-loire-cg71,,3 - search request,,False,False,
5c8266978b4c4120a968bd91,Données mises à disposition par les Archives départementales de Saône-et-Loire,donnees-mises-a-disposition-par-les-archives-departementales-de-saone-et-loire,https://www.data.gouv.fr/fr/datasets/donnees-mises-a-disposition-par-les-archives-departementales-de-saone-et-loire/,c07e6169-d26c-4466-b95c-dc982aac59b3,Cartes postales,https://static.data.gouv.fr/resources/donnees-mises-a-disposition-par-les-archives-departementales-de-saone-et-loire/20190403-164636/indexad71-cartes-postales.csv,2019-04-03T16:46:44.478000,conseil-general-de-saone-et-loire-cg71,,3 - search request,,False,False,
5c8266978b4c4120a968bd91,Données mises à disposition par les Archives départementales de Saône-et-Loire,donnees-mises-a-disposition-par-les-archives-departementales-de-saone-et-loire,https://www.data.gouv.fr/fr/datasets/donnees-mises-a-disposition-par-les-archives-departementales-de-saone-et-loire/,d2898914-98df-47c7-9d2b-06e6483a7695,Photographies aériennes,https://static.data.gouv.fr/resources/donnees-mises-a-disposition-par-les-archives-departementales-de-saone-et-loire/20190403-164450/indexad71-vues-aeriennes.csv,2019-04-03T16:45:06.991000,conseil-general-de-saone-et-loire-cg71,,3 - search request,,False,False,
5c8266978b4c4120a968bd91,Données mises à disposition par les Archives départementales de Saône-et-Loire,donnees-mises-a-disposition-par-les-archives-departementales-de-saone-et-loire,https://www.data.gouv.fr/fr/datasets/donnees-mises-a-disposition-par-les-archives-departementales-de-saone-et-loire/,66857394-d80f-47a5-a155-011d3c38205f,Plans du cadastre du XIXe,https://static.data.gouv.fr/resources/donnees-mises-a-disposition-par-les-archives-departementales-de-saone-et-loire/20190308-135739/indexad71-cadastre.csv,2019-03-08T14:04:11.797000,conseil-general-de-saone-et-loire-cg71,,3 - search request,,False,False,
5af120f3a3a7295e54c41a18,Les entrées d'archives aux Archives nationales,les-entrees-darchives-aux-archives-nationales-1,https://www.data.gouv.fr/fr/datasets/les-entrees-darchives-aux-archives-nationales-1/,a484e180-caa1-47a6-8ab5-92b75d8b868e,Intitules_Colonnes.odt,https://data.culture.gouv.fr/api/datasets/1.0/les-entrees-darchives-aux-archives-nationales/alternative_exports/intitules_colonnes_odt,2021-04-30T12:16:51,,wrong-file-format,3 - search request,,False,False,
5af120f3a3a7295e54c41a18,Les entrées d'archives aux Archives nationales,les-entrees-darchives-aux-archives-nationales-1,https://www.data.gouv.fr/fr/datasets/les-entrees-darchives-aux-archives-nationales-1/,688c4e04-e451-497d-a980-d2d2db429110,Export au format JSON,https://data.culture.gouv.fr/explore/dataset/les-entrees-darchives-aux-archives-nationales/download?format=json&timezone=Europe/Berlin&use_labels_for_header=false,2021-04-30T12:16:51,,wrong-file-format,3 - search request,,False,False,
5af120f3a3a7295e54c41a18,Les entrées d'archives aux Archives nationales,les-entrees-darchives-aux-archives-nationales-1,https://www.data.gouv.fr/fr/datasets/les-entrees-darchives-aux-archives-nationales-1/,f5561e72-0582-4f7b-830f-a190226f4f9f,Export au format CSV,https://data.culture.gouv.fr/explore/dataset/les-entrees-darchives-aux-archives-nationales/download?format=csv&timezone=Europe/Berlin&use_labels_for_header=false,2021-04-30T12:16:51,ministere-de-la-culture-et-de-la-communication,,3 - search request,,False,False,
5e78d0155d5c2fc87a98e712,Registre des entrées d'archives d'Antibes,registre-des-entrees-darchives-dantibes,https://www.data.gouv.fr/fr/datasets/registre-des-entrees-darchives-dantibes/,23705cdb-0257-4486-a2ff-4945e8322b57,antibes-registre-entrees-archives.xls,https://static.data.gouv.fr/resources/registre-des-entrees-darchives-dantibes/20210107-150359/antibes-registre-entrees-archives.xls,2021-01-07T15:04:01.699000,,wrong-file-format,3 - search request,,False,False,
5b228739c751df5132e7fa55,Les  données du hackathon des Archives nationales,les-donnees-du-hackathon-des-archives-nationales,https://www.data.gouv.fr/fr/datasets/les-donnees-du-hackathon-des-archives-nationales/,ebb7e742-931c-40da-9c62-f8630e89f805,07_les_archives_dans_le_web_de_donnees.zip,https://static.data.gouv.fr/resources/les-donnees-du-hackathon-des-archives-nationales/20181206-114319/07-les-archives-dans-le-web-de-donnees.zip,2018-12-06T11:43:27.534000,,wrong-file-format,3 - search request,,False,False,
5b228739c751df5132e7fa55,Les  données du hackathon des Archives nationales,les-donnees-du-hackathon-des-archives-nationales,https://www.data.gouv.fr/fr/datasets/les-donnees-du-hackathon-des-archives-nationales/,7bd60f0c-384a-4f99-9ae2-2c97b5be1e18,08_observatoire_des_entrees_d'archives.zip,https://static.data.gouv.fr/resources/les-donnees-du-hackathon-des-archives-nationales/20181208-135705/08-observatoire-des-entrees-d-archives.zip,2018-12-08T13:57:10.898000,,wrong-file-format,3 - search request,,False,False,
