nom_amenageur,siren_amenageur,contact_amenageur,nom_operateur,contact_operateur,telephone_operateur,nom_enseigne,id_station_itinerance,id_station_local,nom_station,implantation_station,adresse_station,code_insee_commune,coordonneesXY,nbre_pdc,id_pdc_itinerance,id_pdc_local,puissance_nominale,prise_type_ef,prise_type_2,prise_type_combo_ccs,prise_type_chademo,prise_type_autre,gratuit,paiement_acte,paiement_cb,paiement_autre,tarification,condition_acces,reservation,horaires,accessibilite_pmr,restriction_gabarit,station_deux_roues,raccordement,num_pdl,date_mise_en_service,observations,date_maj,last_modified,datagouv_dataset_id,datagouv_resource_id,datagouv_organization_or_owner
PLAGECO DISTRIBUTION,394121545,sylvie.at@scaso.fr,PLAGECO DISTRIBUTION,sylvie.at@scaso.fr,0558090404,Leclerc Mimizan,FREVBP2020551,Non concerné,Leclerc Mimizan,Parking privé à usage public,"52 avenue de Bordeaux, 40200 Mimizan",40184,"[44.205605, -1.220807]",1,FREVBP2020551,Non concerné,22,true,true,false,false,false,true,false,false,false,gratuit,Accès libre,false,"Mo 08:00-21:00, Tu 08:00-21:00, We 08:00-21:00, Th 08:00-21:00, Fr 08:00-21:00, Sa 08:00-21:00, Su 08:00-21:00",Accessible mais non réservé PMR,Non concerné,false,Indirect,,2021-04-23,"Recharge uniquement disponible pendant les horaires d'ouverture du BBJ, Carte de recharge à demander à l'accueil",2021-05-18,2021-05-18T15:00:07.581000,60a3944dcfd5c832b2b47bc4,f965b78c-ed73-4ed8-a082-68cd94ceeaae,voltania
PLAGECO DISTRIBUTION,394121545,sylvie.at@scaso.fr,PLAGECO DISTRIBUTION,sylvie.at@scaso.fr,0558090404,Leclerc Mimizan,FREVBP1928044,Non concerné,Leclerc Mimizan,Parking privé à usage public,"52 avenue de Bordeaux, 40200 Mimizan",40184,"[44.205605, -1.220807]",1,FREVBP1928044,Non concerné,22,false,true,false,false,false,true,false,false,false,gratuit,Accès libre,false,"Mo 08:00-21:00, Tu 08:00-21:00, We 08:00-21:00, Th 08:00-21:00, Fr 08:00-21:00, Sa 08:00-21:00, Su 08:00-21:00",Accessible mais non réservé PMR,Non concerné,false,Indirect,,2021-04-23,"Recharge uniquement disponible pendant les horaires d'ouverture du BBJ, Carte de recharge à demander à l'accueil",2021-05-18,2021-05-18T15:00:07.581000,60a3944dcfd5c832b2b47bc4,f965b78c-ed73-4ed8-a082-68cd94ceeaae,voltania
LANGON DISTRIBUTION,390923175,accueil-brico.langon@scaso.fr,LANGON DISTRIBUTION,accueil-brico.langon@scaso.fr,0557980830,BBJ Mazères,FREVBP2005139,Non concerné,BBJ Mazères,Parking privé à usage public,rue des Troenes 33210 Mazères,33279,"[44.517525, -0.238577]",1,FREVBP20051391944507,Non concerné,22,false,true,false,false,false,true,false,false,false,gratuit,Accès libre,false,"Mo 08:00-20:00, Tu 08:00-20:00, We 08:00-20, Fr 08:00-20:00, Sa 08:00-20:00, Su 0:00, Th 08:00-20:008:00-20:00",Accessible mais non réservé PMR,Non concerné,false,Indirect,200416P000017,2020-10-28,"Recharge uniquement disponible pendant les horaires d'ouverture du BBJ, Carte de recharge à demander à l'accueil",2021-05-18,2021-05-18T12:17:50.514000,60a3944dcfd5c832b2b47bc4,5b5d3450-bdef-4fe5-a6d2-970dd48a774e,voltania
LANGON DISTRIBUTION,390923175,accueil-brico.langon@scaso.fr,LANGON DISTRIBUTION,accueil-brico.langon@scaso.fr,0557980830,BBJ Mazères,FREVBP2005139,Non concerné,BBJ Mazères,Parking privé à usage public,rue des Troenes 33210 Mazères,33279,"[44.517525, -0.238577]",1,FREVBP20051391944158,Non concerné,22,false,true,false,false,false,true,false,false,false,gratuit,Accès libre,false,"Mo 08:00-20:00, Tu 08:00-20:00, We 08:00-20, Fr 08:00-20:00, Sa 08:00-20:00, Su 0:00, Th 08:00-20:008:00-20:00",Accessible mais non réservé PMR,Non concerné,false,Indirect,200416P000017,2020-10-28,"Recharge uniquement disponible pendant les horaires d'ouverture du BBJ, Carte de recharge à demander à l'accueil",2021-05-18,2021-05-18T12:17:50.514000,60a3944dcfd5c832b2b47bc4,5b5d3450-bdef-4fe5-a6d2-970dd48a774e,voltania
LANGON DISTRIBUTION,390923175,accueil-brico.langon@scaso.fr,LANGON DISTRIBUTION,accueil-brico.langon@scaso.fr,0557980830,BBJ Mazères,FREVBP2005139,Non concerné,BBJ Mazères,Parking privé à usage public,rue des Troenes 33210 Mazères,33279,"[44.517525, -0.238577]",1,FREVBP20051391944198,Non concerné,22,false,true,false,false,false,true,false,false,false,gratuit,Accès libre,false,"Mo 08:00-20:00, Tu 08:00-20:00, We 08:00-20, Fr 08:00-20:00, Sa 08:00-20:00, Su 0:00, Th 08:00-20:008:00-20:00",Accessible mais non réservé PMR,Non concerné,false,Indirect,200416P000017,2020-10-28,"Recharge uniquement disponible pendant les horaires d'ouverture du BBJ, Carte de recharge à demander à l'accueil",2021-05-18,2021-05-18T12:17:50.514000,60a3944dcfd5c832b2b47bc4,5b5d3450-bdef-4fe5-a6d2-970dd48a774e,voltania
LANGON DISTRIBUTION,390923175,accueil-brico.langon@scaso.fr,LANGON DISTRIBUTION,accueil-brico.langon@scaso.fr,0557980830,BBJ Mazères,FREVBP2005139,Non concerné,BBJ Mazères,Parking privé à usage public,rue des Troenes 33210 Mazères,33279,"[44.517525, -0.238577]",1,FREVBP20051391944205,Non concerné,22,false,true,false,false,false,true,false,false,false,gratuit,Accès libre,false,"Mo 08:00-20:00, Tu 08:00-20:00, We 08:00-20, Fr 08:00-20:00, Sa 08:00-20:00, Su 0:00, Th 08:00-20:008:00-20:00",Accessible mais non réservé PMR,Non concerné,false,Indirect,200416P000017,2020-10-28,"Recharge uniquement disponible pendant les horaires d'ouverture du BBJ, Carte de recharge à demander à l'accueil",2021-05-18,2021-05-18T12:17:50.514000,60a3944dcfd5c832b2b47bc4,5b5d3450-bdef-4fe5-a6d2-970dd48a774e,voltania
LANGON DISTRIBUTION,390923175,accueil-brico.langon@scaso.fr,LANGON DISTRIBUTION,accueil-brico.langon@scaso.fr,0557980830,BBJ Mazères,FREVBP2005139,Non concerné,BBJ Mazères,Parking privé à usage public,rue des Troenes 33210 Mazères,33279,"[44.517525, -0.238577]",1,FREVBP20051391944508,Non concerné,22,false,true,false,false,false,true,false,false,false,gratuit,Accès libre,false,"Mo 08:00-20:00, Tu 08:00-20:00, We 08:00-20, Fr 08:00-20:00, Sa 08:00-20:00, Su 0:00, Th 08:00-20:008:00-20:00",Accessible mais non réservé PMR,Non concerné,false,Indirect,200416P000017,2020-10-28,"Recharge uniquement disponible pendant les horaires d'ouverture du BBJ, Carte de recharge à demander à l'accueil",2021-05-18,2021-05-18T12:17:50.514000,60a3944dcfd5c832b2b47bc4,5b5d3450-bdef-4fe5-a6d2-970dd48a774e,voltania
LANGON DISTRIBUTION,390923175,accueil-brico.langon@scaso.fr,LANGON DISTRIBUTION,accueil-brico.langon@scaso.fr,0557980830,BBJ Mazères,FREVBP2005139,Non concerné,BBJ Mazères,Parking privé à usage public,rue des Troenes 33210 Mazères,33279,"[44.517525, -0.238577]",1,FREVBP20051391944218,Non concerné,22,false,true,false,false,false,true,false,false,false,gratuit,Accès libre,false,"Mo 08:00-20:00, Tu 08:00-20:00, We 08:00-20, Fr 08:00-20:00, Sa 08:00-20:00, Su 0:00, Th 08:00-20:008:00-20:00",Accessible mais non réservé PMR,Non concerné,false,Indirect,200416P000017,2020-10-28,"Recharge uniquement disponible pendant les horaires d'ouverture du BBJ, Carte de recharge à demander à l'accueil",2021-05-18,2021-05-18T12:17:50.514000,60a3944dcfd5c832b2b47bc4,5b5d3450-bdef-4fe5-a6d2-970dd48a774e,voltania
LANGON DISTRIBUTION,390923175,accueil-brico.langon@scaso.fr,LANGON DISTRIBUTION,accueil-brico.langon@scaso.fr,0557980830,BBJ Mazères,FREVBP2005139,Non concerné,BBJ Mazères,Parking privé à usage public,rue des Troenes 33210 Mazères,33279,"[44.517525, -0.238577]",1,FREVBP20051391943124,Non concerné,22,false,true,false,false,false,true,false,false,false,gratuit,Accès libre,false,"Mo 08:00-20:00, Tu 08:00-20:00, We 08:00-20, Fr 08:00-20:00, Sa 08:00-20:00, Su 0:00, Th 08:00-20:008:00-20:00",Accessible mais non réservé PMR,Non concerné,false,Indirect,200416P000017,2020-10-28,"Recharge uniquement disponible pendant les horaires d'ouverture du BBJ, Carte de recharge à demander à l'accueil",2021-05-18,2021-05-18T12:17:50.514000,60a3944dcfd5c832b2b47bc4,5b5d3450-bdef-4fe5-a6d2-970dd48a774e,voltania
LANGON DISTRIBUTION,390923175,accueil-brico.langon@scaso.fr,LANGON DISTRIBUTION,accueil-brico.langon@scaso.fr,0557980830,BBJ Mazères,FREVBP2005139,Non concerné,BBJ Mazères,Parking privé à usage public,rue des Troenes 33210 Mazères,33279,"[44.517525, -0.238577]",1,FREVBP20051391944173,Non concerné,22,false,true,false,false,false,true,false,false,false,gratuit,Accès libre,false,"Mo 08:00-20:00, Tu 08:00-20:00, We 08:00-20, Fr 08:00-20:00, Sa 08:00-20:00, Su 0:00, Th 08:00-20:008:00-20:00",Accessible mais non réservé PMR,Non concerné,false,Indirect,200416P000017,2020-10-28,"Recharge uniquement disponible pendant les horaires d'ouverture du BBJ, Carte de recharge à demander à l'accueil",2021-05-18,2021-05-18T12:17:50.514000,60a3944dcfd5c832b2b47bc4,5b5d3450-bdef-4fe5-a6d2-970dd48a774e,voltania
LANGON DISTRIBUTION,390923175,accueil-brico.langon@scaso.fr,LANGON DISTRIBUTION,accueil-brico.langon@scaso.fr,0557980830,BBJ Mazères,FREVBP2005139,Non concerné,BBJ Mazères,Parking privé à usage public,rue des Troenes 33210 Mazères,33279,"[44.517525, -0.238577]",1,FREVBP20051391944343,Non concerné,22,false,true,false,false,false,true,false,false,false,gratuit,Accès libre,false,"Mo 08:00-20:00, Tu 08:00-20:00, We 08:00-20, Fr 08:00-20:00, Sa 08:00-20:00, Su 0:00, Th 08:00-20:008:00-20:00",Accessible mais non réservé PMR,Non concerné,false,Indirect,200416P000017,2020-10-28,"Recharge uniquement disponible pendant les horaires d'ouverture du BBJ, Carte de recharge à demander à l'accueil",2021-05-18,2021-05-18T12:17:50.514000,60a3944dcfd5c832b2b47bc4,5b5d3450-bdef-4fe5-a6d2-970dd48a774e,voltania
LANGON DISTRIBUTION,390923175,accueil-brico.langon@scaso.fr,LANGON DISTRIBUTION,accueil-brico.langon@scaso.fr,0557980830,BBJ Mazères,FREVBP2005139,Non concerné,BBJ Mazères,Parking privé à usage public,rue des Troenes 33210 Mazères,33279,"[44.517525, -0.238577]",1,FREVBP20051391944199,Non concerné,22,false,true,false,false,false,true,false,false,false,gratuit,Accès libre,false,"Mo 08:00-20:00, Tu 08:00-20:00, We 08:00-20, Fr 08:00-20:00, Sa 08:00-20:00, Su 0:00, Th 08:00-20:008:00-20:00",Accessible mais non réservé PMR,Non concerné,false,Indirect,200416P000017,2020-10-28,"Recharge uniquement disponible pendant les horaires d'ouverture du BBJ, Carte de recharge à demander à l'accueil",2021-05-18,2021-05-18T12:17:50.514000,60a3944dcfd5c832b2b47bc4,5b5d3450-bdef-4fe5-a6d2-970dd48a774e,voltania
LANGON DISTRIBUTION,390923175,accueil-brico.langon@scaso.fr,LANGON DISTRIBUTION,accueil-brico.langon@scaso.fr,0557980830,BBJ Mazères,FREVBP2005139,Non concerné,BBJ Mazères,Parking privé à usage public,rue des Troenes 33210 Mazères,33279,"[44.517525, -0.238577]",1,FREVBP20051391943149,Non concerné,22,false,true,false,false,false,true,false,false,false,gratuit,Accès libre,false,"Mo 08:00-20:00, Tu 08:00-20:00, We 08:00-20, Fr 08:00-20:00, Sa 08:00-20:00, Su 0:00, Th 08:00-20:008:00-20:00",Accessible mais non réservé PMR,Non concerné,false,Indirect,200416P000017,2020-10-28,"Recharge uniquement disponible pendant les horaires d'ouverture du BBJ, Carte de recharge à demander à l'accueil",2021-05-18,2021-05-18T12:17:50.514000,60a3944dcfd5c832b2b47bc4,5b5d3450-bdef-4fe5-a6d2-970dd48a774e,voltania
LANGON DISTRIBUTION,390923175,accueil-brico.langon@scaso.fr,LANGON DISTRIBUTION,accueil-brico.langon@scaso.fr,0557980830,BBJ Mazères,FREVBP2005139,Non concerné,BBJ Mazères,Parking privé à usage public,rue des Troenes 33210 Mazères,33279,"[44.517525, -0.238577]",1,FREVBP20051391944687,Non concerné,22,false,true,false,false,false,true,false,false,false,gratuit,Accès libre,false,"Mo 08:00-20:00, Tu 08:00-20:00, We 08:00-20, Fr 08:00-20:00, Sa 08:00-20:00, Su 0:00, Th 08:00-20:008:00-20:00",Accessible mais non réservé PMR,Non concerné,false,Indirect,200416P000017,2020-10-28,"Recharge uniquement disponible pendant les horaires d'ouverture du BBJ, Carte de recharge à demander à l'accueil",2021-05-18,2021-05-18T12:17:50.514000,60a3944dcfd5c832b2b47bc4,5b5d3450-bdef-4fe5-a6d2-970dd48a774e,voltania
LANGON DISTRIBUTION,390923175,accueil-brico.langon@scaso.fr,LANGON DISTRIBUTION,accueil-brico.langon@scaso.fr,0557980830,BBJ Mazères,FREVBP2005139,Non concerné,BBJ Mazères,Parking privé à usage public,rue des Troenes 33210 Mazères,33279,"[44.517525, -0.238577]",1,FREVBP20051391944505,Non concerné,22,false,true,false,false,false,true,false,false,false,gratuit,Accès libre,false,"Mo 08:00-20:00, Tu 08:00-20:00, We 08:00-20, Fr 08:00-20:00, Sa 08:00-20:00, Su 0:00, Th 08:00-20:008:00-20:00",Accessible mais non réservé PMR,Non concerné,false,Indirect,200416P000017,2020-10-28,"Recharge uniquement disponible pendant les horaires d'ouverture du BBJ, Carte de recharge à demander à l'accueil",2021-05-18,2021-05-18T12:17:50.514000,60a3944dcfd5c832b2b47bc4,5b5d3450-bdef-4fe5-a6d2-970dd48a774e,voltania
LANGON DISTRIBUTION,390923175,accueil-brico.langon@scaso.fr,LANGON DISTRIBUTION,accueil-brico.langon@scaso.fr,0557980830,BBJ Mazères,FREVBP2005139,Non concerné,BBJ Mazères,Parking privé à usage public,rue des Troenes 33210 Mazères,33279,"[44.517525, -0.238577]",1,FREVBP20051391944155,Non concerné,22,false,true,false,false,false,true,false,false,false,gratuit,Accès libre,false,"Mo 08:00-20:00, Tu 08:00-20:00, We 08:00-20, Fr 08:00-20:00, Sa 08:00-20:00, Su 0:00, Th 08:00-20:008:00-20:00",Accessible mais non réservé PMR,Non concerné,false,Indirect,200416P000017,2020-10-28,"Recharge uniquement disponible pendant les horaires d'ouverture du BBJ, Carte de recharge à demander à l'accueil",2021-05-18,2021-05-18T12:17:50.514000,60a3944dcfd5c832b2b47bc4,5b5d3450-bdef-4fe5-a6d2-970dd48a774e,voltania
LANGON DISTRIBUTION,390923175,accueil-brico.langon@scaso.fr,LANGON DISTRIBUTION,accueil-brico.langon@scaso.fr,0557980830,BBJ Mazères,FREVBP2005139,Non concerné,BBJ Mazères,Parking privé à usage public,rue des Troenes 33210 Mazères,33279,"[44.517525, -0.238577]",1,FREVBP20051391944306,Non concerné,22,false,true,false,false,false,true,false,false,false,gratuit,Accès libre,false,"Mo 08:00-20:00, Tu 08:00-20:00, We 08:00-20, Fr 08:00-20:00, Sa 08:00-20:00, Su 0:00, Th 08:00-20:008:00-20:00",Accessible mais non réservé PMR,Non concerné,false,Indirect,200416P000017,2020-10-28,"Recharge uniquement disponible pendant les horaires d'ouverture du BBJ, Carte de recharge à demander à l'accueil",2021-05-18,2021-05-18T12:17:50.514000,60a3944dcfd5c832b2b47bc4,5b5d3450-bdef-4fe5-a6d2-970dd48a774e,voltania
LANGON DISTRIBUTION,390923175,accueil-brico.langon@scaso.fr,LANGON DISTRIBUTION,accueil-brico.langon@scaso.fr,0557980830,BBJ Mazères,FREVBP2005139,Non concerné,BBJ Mazères,Parking privé à usage public,rue des Troenes 33210 Mazères,33279,"[44.517525, -0.238577]",1,FREVBP20051391944317,Non concerné,22,false,true,false,false,false,true,false,false,false,gratuit,Accès libre,false,"Mo 08:00-20:00, Tu 08:00-20:00, We 08:00-20, Fr 08:00-20:00, Sa 08:00-20:00, Su 0:00, Th 08:00-20:008:00-20:00",Accessible mais non réservé PMR,Non concerné,false,Indirect,200416P000017,2020-10-28,"Recharge uniquement disponible pendant les horaires d'ouverture du BBJ, Carte de recharge à demander à l'accueil",2021-05-18,2021-05-18T12:17:50.514000,60a3944dcfd5c832b2b47bc4,5b5d3450-bdef-4fe5-a6d2-970dd48a774e,voltania
LANGON DISTRIBUTION,390923175,accueil-brico.langon@scaso.fr,LANGON DISTRIBUTION,accueil-brico.langon@scaso.fr,0557980830,BBJ Mazères,FREVBP2005139,Non concerné,BBJ Mazères,Parking privé à usage public,rue des Troenes 33210 Mazères,33279,"[44.517525, -0.238577]",1,FREVBP20051391944502,Non concerné,22,false,true,false,false,false,true,false,false,false,gratuit,Accès libre,false,"Mo 08:00-20:00, Tu 08:00-20:00, We 08:00-20, Fr 08:00-20:00, Sa 08:00-20:00, Su 0:00, Th 08:00-20:008:00-20:00",Accessible mais non réservé PMR,Non concerné,false,Indirect,200416P000017,2020-10-28,"Recharge uniquement disponible pendant les horaires d'ouverture du BBJ, Carte de recharge à demander à l'accueil",2021-05-18,2021-05-18T12:17:50.514000,60a3944dcfd5c832b2b47bc4,5b5d3450-bdef-4fe5-a6d2-970dd48a774e,voltania
